"Text in Anchor","Corresponding URL"
"Research","https://pec.ac.in/research/overview"
"Overview","https://pec.ac.in/research/overview"
"Research Groups","https://pec.ac.in/research-groups"
"Sponsored Research","https://pec.ac.in/sponsored-research"
"In-House Projects","https://pec.ac.in/house-projects"
"Consultancy","https://pec.ac.in/consultancy"
"Courses and Conferences","https://pec.ac.in/courses-and-conferences"
"Young Research Fellows Programme","https://pec.ac.in/yrf/about-programme"
"Norms and Forms","https://pec.ac.in/norms-and-forms"
"Contacts","https://pec.ac.in/research/contacts"
"Campus Life","https://pec.ac.in/campus-life"
"Students","https://pec.ac.in/current-students"
"Facilities","https://pec.ac.in/facilities"
"Online Fee Payment","https://www.onlinesbi.com/"
"-A",""
"A",""
"+A",""
"Dr. Sanjeev Kumar has received the India 2020 Top Cited Paper Award","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
"Online Short Term Course (STC) on Smart Functional Materials for Emerging Applications","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
"Webinar on ANSYS High Frequency Application in 5G Antenna","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
"Two Days Workshop on Advanced Functional Materials (WAFM-2020)","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
"Online Short Term Course on Nanotechnology for Electronic and Photonic Devices (NANODEV-2020)","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
"6th International Yoga Day","https://pec.ac.in/events/6th-international-yoga-day"
"All Events","https://pec.ac.in/all_events"
"Institute","https://pec.ac.in/institute"
"History","https://pec.ac.in/history"
"Vision & Mission","https://pec.ac.in/vision"
"Campus","https://pec.ac.in/campus"
"Location","https://pec.ac.in/location"
"Top Stories","https://pec.ac.in/top-stories"
"PEC Anthem","https://pec.ac.in/pec-anthem"
"News & Events","https://pec.ac.in/all_events"
"Rules, Guidelines & Forms","https://pec.ac.in/rules-guidelines-forms"
"Office Orders","https://pec.ac.in/office-orders"
"Tenders and Quotations","https://pec.ac.in/tenders"
"Job Openings","https://pec.ac.in/jobs"
"Quick Links","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#0"
"Alumni","http://alumni.pec.ac.in"
"Central Library","http://pec.ac.in/library"
"TEQIP III","http://pec.ac.in/teqip-third-phase"
"Admissions","http://pec.ac.in/admissions"
"Placement","http://pec.ac.in/tnp/about-cell"
"Tenders","http://pec.ac.in/tenders"
"Close modal","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#0"
"","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
"Oldest Alum at Homecoming: 2020","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
"","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
"MOU Between PEC and PEDA","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
"","https://pec.ac.in/events/98th-foundation-day"
"98th Foundation Day","https://pec.ac.in/events/98th-foundation-day"
"All Top Stories","http://pec.ac.in/top-stories"
"Overview","https://pec.ac.in/research/overview"
"Research Groups","https://pec.ac.in/research-groups"
"Sponsored Research","https://pec.ac.in/sponsored-research"
"Consultancy","https://pec.ac.in/consultancy"
"Collaborations","https://pec.ac.in/coe/collaborations"
"In-House Projects","https://pec.ac.in/house-projects"
"Time Tables","https://pec.ac.in/current-students/time-tables"
"Examination","https://pec.ac.in/current-students/examination"
"Academic Calendar","https://pec.ac.in/academics/calendar"
"Undergraduate Programme","https://pec.ac.in/programmes/ug/structure"
"Postgraduate Programme","https://pec.ac.in/programmes/pg/structure"
"PhD Programme","https://pec.ac.in/programmes/phd"
"Library","https://pec.ac.in/library"
"Computer Centre","https://pec.ac.in/computer-centre"
"Sports","https://pec.ac.in/Sports"
"Hostels","https://pec.ac.in/hostels"
"Medical Facility","https://pec.ac.in/medical-facilities"
"Workshops","https://pec.ac.in/workshops"
"E-Notices","http://172.15.0.24/enotices/"
"Multimedia","https://pec.ac.in/multimedia"
"Brochure & Prospectus","https://pec.ac.in/prospectus"
"CRIKC","http://crikc.puchd.ac.in/"
"Sexual Harassment Complaints","https://pec.ac.in/institute/sexual-harassment-complaints-committee"
"Website Credits","https://pec.ac.in/credits"
"Web Editor","https://pec.ac.in/web_editor"
"Anti-Ragging","https://pec.ac.in/anti-ragging"
"Privacy Statement","https://pec.ac.in/privacy-policy"
"Report Copyright Infringement","https://pec.ac.in/reporting-copyright-infringement"
" "," "
"URL Number:78","Number of <a> tags:128"
"Skip to main content","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#main-content"
"Alumni","https://alumni.pec.ac.in/"
"Webmail","https://pec.ac.in/institute/email-services"
"Jobs","https://pec.ac.in/jobs"
"Tenders","https://pec.ac.in/tenders"
"Office Orders","https://pec.ac.in/office-orders"
"","https://pec.ac.in/office-orders"
"","https://pec.ac.in/office-orders"
"NIRF","https://pec.ac.in/nirf-data-20"
"RTI","https://pec.ac.in/node/549"
"Placements","https://pec.ac.in/tnp/about-cell"
"Contact Us","https://pec.ac.in/institute-functionaries"
"","https://pec.ac.in/"
"","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#"
"Home","https://pec.ac.in/"
"Institute","https://pec.ac.in/institute"
"History","https://pec.ac.in/history"
"Vision & Mission","https://pec.ac.in/vision"
"Campus","https://pec.ac.in/campus"
"Location","https://pec.ac.in/location"
"News and Events","https://pec.ac.in/all_events"
"Tenders & Quotations","https://pec.ac.in/tenders"
"Balance Sheets","https://pec.ac.in/balance-sheets"
"Rules, Guidelines & Forms","http://pec.ac.in/rules-guidelines-forms"
"Faculty Affairs","https://pec.ac.in/faculty-affairs"
"IQAC Reports","https://pec.ac.in/institute/iqac-reports"
"Administration","https://pec.ac.in/administration"
"Board Of Governors","https://pec.ac.in/board-of-governors"
"Chairman, Board of Governors","https://pec.ac.in/chairman-bog"
"Director","https://pec.ac.in/director"
"Senate Members","https://pec.ac.in/senate-members"
"Building & Works Committee","https://pec.ac.in/building-works-committee"
"Finance Committee","https://pec.ac.in/finance-committee"
"Grievance Redressal Committee","https://pec.ac.in/grievance-redressal-committee"
"Institute Functionaries","https://pec.ac.in/institute-functionaries"
"Minutes of Meetings","https://pec.ac.in/minutes-meetings"
"Programmes","https://pec.ac.in/programmes"
"Undergraduate","https://pec.ac.in/programmes/ug/structure"
"Postgraduate","https://pec.ac.in/programmes/pg/structure"
"Doctorate","https://pec.ac.in/programmes/phd"
"Academic Support for Students","https://pec.ac.in/programmes/student-support"
"Accreditation","https://pec.ac.in/programmes/accreditation"
"Scholarships","https://pec.ac.in/programmes/scholarships"
"IQAC Reports","https://pec.ac.in/iqac/aqar-reports"
"E-Academic Portal","https://eakadamik.in/pec/"
"Admissions","https://pec.ac.in/admissions"
"Academic Units","https://pec.ac.in/academic-units"
"Departments","https://pec.ac.in/departments"
"Centres","https://pec.ac.in/centres"
"Research","https://pec.ac.in/research/overview"
"Overview","https://pec.ac.in/research/overview"
"Research Groups","https://pec.ac.in/research-groups"
"Sponsored Research","https://pec.ac.in/sponsored-research"
"In-House Projects","https://pec.ac.in/house-projects"
"Consultancy","https://pec.ac.in/consultancy"
"Courses and Conferences","https://pec.ac.in/courses-and-conferences"
"Young Research Fellows Programme","https://pec.ac.in/yrf/about-programme"
"Norms and Forms","https://pec.ac.in/norms-and-forms"
"Contacts","https://pec.ac.in/research/contacts"
"Campus Life","https://pec.ac.in/campus-life"
"Students","https://pec.ac.in/current-students"
"Facilities","https://pec.ac.in/facilities"
"Online Fee Payment","https://www.onlinesbi.com/"
"-A",""
"A",""
"+A",""
"Dr. Sanjeev Kumar has received the India 2020 Top Cited Paper Award","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
"Online Short Term Course (STC) on Smart Functional Materials for Emerging Applications","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
"Webinar on ANSYS High Frequency Application in 5G Antenna","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
"Two Days Workshop on Advanced Functional Materials (WAFM-2020)","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
"Online Short Term Course on Nanotechnology for Electronic and Photonic Devices (NANODEV-2020)","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
"6th International Yoga Day","https://pec.ac.in/events/6th-international-yoga-day"
"All Events","https://pec.ac.in/all_events"
"Institute","https://pec.ac.in/institute"
"History","https://pec.ac.in/history"
"Vision & Mission","https://pec.ac.in/vision"
"Campus","https://pec.ac.in/campus"
"Location","https://pec.ac.in/location"
"Top Stories","https://pec.ac.in/top-stories"
"PEC Anthem","https://pec.ac.in/pec-anthem"
"News & Events","https://pec.ac.in/all_events"
"Rules, Guidelines & Forms","https://pec.ac.in/rules-guidelines-forms"
"Office Orders","https://pec.ac.in/office-orders"
"Tenders and Quotations","https://pec.ac.in/tenders"
"Job Openings","https://pec.ac.in/jobs"
"Quick Links","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#0"
"Alumni","http://alumni.pec.ac.in"
"Central Library","http://pec.ac.in/library"
"TEQIP III","http://pec.ac.in/teqip-third-phase"
"Admissions","http://pec.ac.in/admissions"
"Placement","http://pec.ac.in/tnp/about-cell"
"Tenders","http://pec.ac.in/tenders"
"Close modal","https://pec.ac.in/events/siemens-center-excellence-inaugurated-pec#0"
"","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
"Oldest Alum at Homecoming: 2020","https://pec.ac.in/events/oldest-alum-attendance-homecoming-2020"
"","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
"MOU Between PEC and PEDA","https://pec.ac.in/events/mou-signed-between-pec-and-peda"
"","https://pec.ac.in/events/98th-foundation-day"
"98th Foundation Day","https://pec.ac.in/events/98th-foundation-day"
"All Top Stories","http://pec.ac.in/top-stories"
"Overview","https://pec.ac.in/research/overview"
"Research Groups","https://pec.ac.in/research-groups"
"Sponsored Research","https://pec.ac.in/sponsored-research"
"Consultancy","https://pec.ac.in/consultancy"
"Collaborations","https://pec.ac.in/coe/collaborations"
"In-House Projects","https://pec.ac.in/house-projects"
"Time Tables","https://pec.ac.in/current-students/time-tables"
"Examination","https://pec.ac.in/current-students/examination"
"Academic Calendar","https://pec.ac.in/academics/calendar"
"Undergraduate Programme","https://pec.ac.in/programmes/ug/structure"
"Postgraduate Programme","https://pec.ac.in/programmes/pg/structure"
"PhD Programme","https://pec.ac.in/programmes/phd"
"Library","https://pec.ac.in/library"
"Computer Centre","https://pec.ac.in/computer-centre"
"Sports","https://pec.ac.in/Sports"
"Hostels","https://pec.ac.in/hostels"
"Medical Facility","https://pec.ac.in/medical-facilities"
"Workshops","https://pec.ac.in/workshops"
"E-Notices","http://172.15.0.24/enotices/"
"Multimedia","https://pec.ac.in/multimedia"
"Brochure & Prospectus","https://pec.ac.in/prospectus"
"CRIKC","http://crikc.puchd.ac.in/"
"Sexual Harassment Complaints","https://pec.ac.in/institute/sexual-harassment-complaints-committee"
"Website Credits","https://pec.ac.in/credits"
"Web Editor","https://pec.ac.in/web_editor"
"Anti-Ragging","https://pec.ac.in/anti-ragging"
"Privacy Statement","https://pec.ac.in/privacy-policy"
"Report Copyright Infringement","https://pec.ac.in/reporting-copyright-infringement"
" "," "
"URL Number:79","Number of <a> tags:8"
"Skip to main content","https://pec.ac.in/donations/distinguished-alumnus-award#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"deanalumni@pec.edu.in","mailto:deanalumni@pec.edu.in"
"Click Here for Nomination Form","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award"
" "," "
"URL Number:80","Number of <a> tags:8"
"Skip to main content","https://pec.ac.in/donations/distinguished-alumnus-award#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"deanalumni@pec.edu.in","mailto:deanalumni@pec.edu.in"
"Click Here for Nomination Form","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award"
" "," "
"URL Number:81","Number of <a> tags:13"
"Skip to main content","https://pec.ac.in/donations/#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Read More","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Read More","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Read More","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
" "," "
"URL Number:82","Number of <a> tags:13"
"Skip to main content","https://pec.ac.in/donations/#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Read More","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Read More","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Read More","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
" "," "
"URL Number:83","Number of <a> tags:11"
"Skip to main content","https://pec.ac.in/donations/our_latest_donors#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"List of Donors (Alumni, Faculty, Friends, Students)","https://pec.ac.in/donations/sites/default/files/donor_list_21-9-20.pdf"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
" "," "
"URL Number:84","Number of <a> tags:11"
"Skip to main content","https://pec.ac.in/donations/our_latest_donors#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"List of Donors (Alumni, Faculty, Friends, Students)","https://pec.ac.in/donations/sites/default/files/donor_list_21-9-20.pdf"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
" "," "
"URL Number:85","Number of <a> tags:0"
" "," "
"URL Number:86","Number of <a> tags:15"
"Skip to main content","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"https://pec.ac.in/donations/make-payment","https://pec.ac.in/donations/make-payment"
"deanalumni@pec.edu.in","mailto:deanalumni@pec.edu.in"
"https://twitter.com/PEC_Chandigarh","https://twitter.com/PEC_Chandigarh"
"https://www.facebook.com/PunjabEngineeringCollege/","https://www.facebook.com/PunjabEngineeringCollege/"
"Make Donation","https://pec.ac.in/donations/make-payment"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
" "," "
"URL Number:87","Number of <a> tags:15"
"Skip to main content","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"https://pec.ac.in/donations/make-payment","https://pec.ac.in/donations/make-payment"
"deanalumni@pec.edu.in","mailto:deanalumni@pec.edu.in"
"https://twitter.com/PEC_Chandigarh","https://twitter.com/PEC_Chandigarh"
"https://www.facebook.com/PunjabEngineeringCollege/","https://www.facebook.com/PunjabEngineeringCollege/"
"Make Donation","https://pec.ac.in/donations/make-payment"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
"Make Donation","https://pec.ac.in/donations/make-payment"
" "," "
"URL Number:88","Number of <a> tags:9"
"Skip to main content","https://pec.ac.in/donations/make-payment#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"Alumni Endowments – Covid Emergency Funds","https://pec.ac.in/donations/content/alumni-endowments-covid-emergency-funds"
"Establishing Named Scholarships for Financially Underprivileged Students","https://pec.ac.in/donations/content/establishing-scholarships-financially-underprivileged-students"
"Refurbishing of Hostels/Common Facilities","https://pec.ac.in/donations/content/refurbishing-hostelscommon-facilities"
" "," "
"URL Number:89","Number of <a> tags:7"
"Skip to main content","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"More information","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award#"
" "," "
"URL Number:90","Number of <a> tags:7"
"Skip to main content","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"More information","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award#"
" "," "
"URL Number:91","Number of <a> tags:7"
"Skip to main content","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award#main-content"
"Punjab Engineering College (Deemed to be University), Chandigarh","https://pec.ac.in/donations/"
"Home","https://alumni.pec.ac.in"
"Distinguished Alumnus Award","https://pec.ac.in/donations/distinguished-alumnus-award"
"Our Latest Donors","https://pec.ac.in/donations/our_latest_donors"
"Home","https://pec.ac.in/donations/"
"More information","https://pec.ac.in/donations/nomination-form-distinguished-alumnus-award#"
" "," "
"URL Number:92","Number of <a> tags:0"
" "," "
"URL Number:93","Number of <a> tags:0"
" "," "
"URL Number:94","Number of <a> tags:122"
"Skip to main content","https://pec.ac.in/institute/covid-19-corona-virus/notifications#main-content"
"Alumni","https://alumni.pec.ac.in/"
"Webmail","https://pec.ac.in/institute/email-services"
"Jobs","https://pec.ac.in/jobs"
"Tenders","https://pec.ac.in/tenders"
"Office Orders","https://pec.ac.in/office-orders"
"","https://pec.ac.in/office-orders"
"","https://pec.ac.in/office-orders"
"NIRF","https://pec.ac.in/nirf-data-20"
"RTI","https://pec.ac.in/node/549"
"Placements","https://pec.ac.in/tnp/about-cell"
"Contact Us","https://pec.ac.in/institute-functionaries"
"","https://pec.ac.in/"
"","https://pec.ac.in/institute/covid-19-corona-virus/notifications#"
"Home","https://pec.ac.in/"
"Institute","https://pec.ac.in/institute"
"History","https://pec.ac.in/history"
"Vision & Mission","https://pec.ac.in/vision"
"Campus","https://pec.ac.in/campus"
"Location","https://pec.ac.in/location"
"News and Events","https://pec.ac.in/all_events"
"Tenders & Quotations","https://pec.ac.in/tenders"
"Balance Sheets","https://pec.ac.in/balance-sheets"
"Rules, Guidelines & Forms","http://pec.ac.in/rules-guidelines-forms"
"Faculty Affairs","https://pec.ac.in/faculty-affairs"
"IQAC Reports","https://pec.ac.in/institute/iqac-reports"
"Administration","https://pec.ac.in/administration"
"Board Of Governors","https://pec.ac.in/board-of-governors"
"Chairman, Board of Governors","https://pec.ac.in/chairman-bog"
"Director","https://pec.ac.in/director"
"Senate Members","https://pec.ac.in/senate-members"
"Building & Works Committee","https://pec.ac.in/building-works-committee"
"Finance Committee","https://pec.ac.in/finance-committee"
"Grievance Redressal Committee","https://pec.ac.in/grievance-redressal-committee"
"Institute Functionaries","https://pec.ac.in/institute-functionaries"
"Minutes of Meetings","https://pec.ac.in/minutes-meetings"
"Programmes","https://pec.ac.in/programmes"
"Undergraduate","https://pec.ac.in/programmes/ug/structure"
"Postgraduate","https://pec.ac.in/programmes/pg/structure"
"Doctorate","https://pec.ac.in/programmes/phd"
"Academic Support for Students","https://pec.ac.in/programmes/student-support"
"Accreditation","https://pec.ac.in/programmes/accreditation"
"Scholarships","https://pec.ac.in/programmes/scholarships"
"IQAC Reports","https://pec.ac.in/iqac/aqar-reports"
"E-Academic Portal","https://eakadamik.in/pec/"
"Admissions","https://pec.ac.in/admissions"
"Academic Units","https://pec.ac.in/academic-units"
"Departments","https://pec.ac.in/departments"
"Centres","https://pec.ac.in/centres"
"Research","https://pec.ac.in/research/overview"
"Overview","https://pec.ac.in/research/overview"
"Research Groups","https://pec.ac.in/research-groups"
"Sponsored Research","https://pec.ac.in/sponsored-research"
"In-House Projects","https://pec.ac.in/house-projects"
"Consultancy","https://pec.ac.in/consultancy"
"Courses and Conferences","https://pec.ac.in/courses-and-conferences"
"Young Research Fellows Programme","https://pec.ac.in/yrf/about-programme"
"Norms and Forms","https://pec.ac.in/norms-and-forms"
"Contacts","https://pec.ac.in/research/contacts"
"Campus Life","https://pec.ac.in/campus-life"
"Students","https://pec.ac.in/current-students"
"Facilities","https://pec.ac.in/facilities"
"Online Fee Payment","https://www.onlinesbi.com/"
"-A",""
"A",""
"+A",""
"Institute","https://pec.ac.in/institute"
"History","https://pec.ac.in/history"
"Vision & Mission","https://pec.ac.in/vision"
"Campus","https://pec.ac.in/campus"
"Location","https://pec.ac.in/location"
"Top Stories","https://pec.ac.in/top-stories"
"PEC Anthem","https://pec.ac.in/pec-anthem"
"News & Events","https://pec.ac.in/all_events"
"Rules, Guidelines & Forms","https://pec.ac.in/rules-guidelines-forms"
"Office Orders","https://pec.ac.in/office-orders"
"Tenders and Quotations","https://pec.ac.in/tenders"
"Job Openings","https://pec.ac.in/jobs"
"Quick Links","https://pec.ac.in/institute/covid-19-corona-virus/notifications#0"
"Alumni","http://alumni.pec.ac.in"
"Central Library","http://pec.ac.in/library"
"TEQIP III","http://pec.ac.in/teqip-third-phase"
"Admissions","http://pec.ac.in/admissions"
"Placement","http://pec.ac.in/tnp/about-cell"
"Tenders","http://pec.ac.in/tenders"
"Close modal","https://pec.ac.in/institute/covid-19-corona-virus/notifications#0"
"Office Order No. 1 by Dean Academic Affairs","https://pec.ac.in/sites/default/files/uploads/events/corona_virus_urgent_notice.pdf"
"Office Order No. PEC/DSA/2020/513 by Dean Student Affairs","https://pec.ac.in/sites/default/files/uploads/notice_dsa_corona_virus_17-03-2020.pdf"
"Office Order No. PEC/EO/4997 by Estate Office","https://pec.ac.in/sites/default/files/uploads/events/estate_office_notice_19-3-2020.pdf"
"Office Order No. PEC/EO/4996 by Estate Office","https://pec.ac.in/sites/default/files/uploads/estate_office_notice_1_19-3-2020.pdf"
"Rules & Instructions for Hostel Residents (During COVID-19)","https://pec.ac.in/sites/default/files/uploads/Rules%20%26%20Instructions%20for%20Hostels%20during%20COVID-19_compressed.pdf"
"World Health Organization","https://www.who.int/health-topics/coronavirus"
"Ministry of Health and Family Welfare, Government of India","https://www.mohfw.gov.in/"
"Circular regarding Advisory for Institutions and Colleges – COVID19 by AICTE","https://aicte-india.org/sites/default/files/Covid19-Circular.pdf"
"Overview","https://pec.ac.in/research/overview"
"Research Groups","https://pec.ac.in/research-groups"
"Sponsored Research","https://pec.ac.in/sponsored-research"
"Consultancy","https://pec.ac.in/consultancy"
"Collaborations","https://pec.ac.in/coe/collaborations"
"In-House Projects","https://pec.ac.in/house-projects"
"Time Tables","https://pec.ac.in/current-students/time-tables"
"Examination","https://pec.ac.in/current-students/examination"
"Academic Calendar","https://pec.ac.in/academics/calendar"
"Undergraduate Programme","https://pec.ac.in/programmes/ug/structure"
"Postgraduate Programme","https://pec.ac.in/programmes/pg/structure"
"PhD Programme","https://pec.ac.in/programmes/phd"
"Library","https://pec.ac.in/library"
"Computer Centre","https://pec.ac.in/computer-centre"
"Sports","https://pec.ac.in/Sports"
"Hostels","https://pec.ac.in/hostels"
"Medical Facility","https://pec.ac.in/medical-facilities"
"Workshops","https://pec.ac.in/workshops"
"E-Notices","http://172.15.0.24/enotices/"
"Multimedia","https://pec.ac.in/multimedia"
"Brochure & Prospectus","https://pec.ac.in/prospectus"
"CRIKC","http://crikc.puchd.ac.in/"
"Sexual Harassment Complaints","https://pec.ac.in/institute/sexual-harassment-complaints-committee"
"Website Credits","https://pec.ac.in/credits"
"Web Editor","https://pec.ac.in/web_editor"
"Anti-Ragging","https://pec.ac.in/anti-ragging"
"Privacy Statement","https://pec.ac.in/privacy-policy"
"Report Copyright Infringement","https://pec.ac.in/reporting-copyright-infringement"
" "," "
"URL Number:95","Number of <a> tags:122"
